PROPERTY_ADDRESS,FULL_ADDRESS,NAME,SuppHsg,DBI_VIOLATIONS,Lat,Long
1715 WEBSTER ST,1715 Webster St,NA,No,7,37.786645,-122.431991
1272 SACRAMENTO ST,1272 Sacramento St,NA,No,7,37.792552,-122.413854
2412 28th AV,2412 28th Av,NA,No,7,37.742313,-122.485092
1390 MARKET ST,1390 Market St,NA,No,7,37.777224,-122.417361
1643 GROVE ST,1643 Grove St,NA,No,7,37.774925,-122.443608
216 WATERVILLE ST,216 Waterville St,NA,No,7,37.732034,-122.402721
529 4th AV,529 4th Av,NA,No,7,37.778558,-122.462286
1926 25th ST,1926 25th St,NA,No,7,37.752447,-122.398034
5672 MISSION ST,5672 Mission St,NA,No,7,37.710524,-122.448564
3649 MARKET ST,3649 Market St,NA,No,7,37.755199,-122.441179
1656 LEAVENWORth ST,1656 Leavenworth St,NA,No,7,37.796462,-122.41657
998 NOE ST,998 Noe St,NA,No,7,37.753198,-122.432366
2821 25th ST,2821 25th St,NA,No,7,37.751115,-122.406621
377 7th AV,377 7th Av,NA,No,7,37.781526,-122.465723
2000 BEACH ST,2000 Beach St,NA,No,7,37.804043,-122.442246
7001 CALIFORNIA ST,7001 California St,NA,No,7,37.783313,-122.492711
476 7th AV,476 7th Av,NA,No,7,37.779546,-122.464924
320 CHESTNUT ST,320 Chestnut St,NA,No,7,37.804493,-122.408753
819 MASON ST,819 Mason St,NA,No,7,37.791162,-122.410911
1547 MASON ST,1547 Mason St,NA,No,7,37.797817,-122.412326
2824 21ST ST,2824 21St St,NA,No,7,37.757738,-122.411041
1075 PACIFIC AV,1075 Pacific Av,NA,No,7,37.795966,-122.412857
143 GRAYSTONE TR,143 Graystone Tr,NA,No,7,37.757756,-122.446408
565 ELLIS ST,565 Ellis St,NA,No,7,37.784283,-122.415672
2000 FILLMORE ST,2000 Fillmore St,NA,No,7,37.788195,-122.433434
1039 PLYMOUth AV,1039 Plymouth Av,NA,No,7,37.720767,-122.456452
3809 20th ST,3809 20th St,NA,No,7,37.758012,-122.426128
1288 GREEN ST,1288 Green St,NA,No,7,37.798273,-122.420307
348 CHESTNUT ST,348 Chestnut St,NA,No,7,37.804435,-122.409127
2285 BROADWAY *,2285 Broadway,NA,No,7,37.794062,-122.434576
4612 3rd ST,4612 3rd St,NA,No,7,37.736264,-122.390549
502 SHOTWELL ST,502 Shotwell St,NA,No,7,37.760283,-122.416136
2821 JACKSON ST,2821 Jackson St,NA,No,7,37.791267,-122.441894
1700 GOLDEN GATE AV,1700 Golden Gate Av,NA,No,7,37.778839,-122.43894
727 GREEN ST,727 Green St,NA,No,7,37.799059,-122.411081
1665 HAYES ST,1665 Hayes St,NA,No,7,37.773953,-122.443735
1207 CHESTNUT ST,1207 Chestnut St,NA,No,7,37.802283,-122.423342
6104 CALIFORNIA ST,6104 California St,NA,No,7,37.784213,-122.483164
2322 21ST AV,2322 21St Av,NA,No,7,37.744417,-122.477609
855 BURNETT AV,855 Burnett Av,NA,No,7,37.748966,-122.444655
865 NORth POINT ST,865 North Point St,NA,No,7,37.80531,-122.421335
2031 OAKDALE AV,2031 Oakdale Av,NA,No,7,37.738993,-122.398614
1399 RHODE ISLAND ST,1399 Rhode Island St,NA,No,7,37.752191,-122.401112
551 WISCONSIN ST,551 Wisconsin St,NA,No,7,37.760473,-122.398929
241 CHESTNUT ST,241 Chestnut St,NA,No,7,37.804207,-122.407335
917 GRANT AV,917 Grant Av,NA,No,7,37.795481,-122.406859
2718 BRYANT ST,2718 Bryant St,NA,No,7,37.750813,-122.409259
104 WEBSTER ST,104 Webster St,NA,No,7,37.77159,-122.42843
1550 JACKSON ST,1550 Jackson St,NA,No,7,37.794523,-122.420572
194 VALMAR TR,194 Valmar Tr,NA,No,7,37.725448,-122.425371
985 CAPITOL AV,985 Capitol Av,NA,No,7,37.719714,-122.45945
542 MASON ST,542 Mason St,NA,No,7,37.788737,-122.409935
2330 25th ST,2330 25th St,NA,No,7,37.752133,-122.402059
653 SHOTWELL ST,653 Shotwell St,NA,No,7,37.757984,-122.415383
757 JACKSON ST,757 Jackson St,NA,No,7,37.795769,-122.407528
2937 26th ST,2937 26th St,NA,No,7,37.749497,-122.40849
192 SHAWNEE AV,192 Shawnee Av,NA,No,7,37.718987,-122.447561
20 ROMOLO PL,20 Romolo Pl,NA,No,7,37.798497,-122.40622
280 FAIR OAKS ST,280 Fair Oaks St,NA,No,7,37.752194,-122.424317
1465 REVERE AV,1465 Revere Av,NA,No,7,37.730051,-122.387849
3773 24th ST,3773 24th St,NA,No,7,37.751489,-122.426792
1351 STOCKTON ST,1351 Stockton St,NA,No,7,37.798191,-122.40909
74 JOHN ST,74 John St,NA,No,7,37.796042,-122.411116
1572 BUSH ST,1572 Bush St,NA,No,7,37.788521,-122.423219
395 CAPP ST,395 Capp St,NA,No,7,37.760521,-122.417983
1830 BEACH ST,1830 Beach St,NA,No,7,37.804164,-122.440246
60 28th ST,60 28th St,NA,No,7,37.745748,-122.42344
31 SALMON ST,31 Salmon St,NA,No,7,37.796582,-122.412755
969 VALENCIA ST,969 Valencia St,NA,No,7,37.757416,-122.420869
1350 MASON ST,1350 Mason St,NA,No,7,37.796189,-122.411445
1046 PACIFIC AV,1046 Pacific Av,NA,No,7,37.796365,-122.41251
442 MUNICH ST,442 Munich St,NA,No,7,37.71875,-122.428773
768 17th AV,768 17th Av,NA,No,7,37.773602,-122.475339
471 UNION ST,471 Union St,NA,No,7,37.800505,-122.407122
2647 MISSION ST,2647 Mission St,NA,No,7,37.754644,-122.418315
3620 17th ST,3620 17th St,NA,No,7,37.76321,-122.426859
440 BARTLETT ST,440 Bartlett St,NA,No,7,37.749892,-122.419642
3900 3rd ST,3900 3rd St,NA,No,7,37.741911,-122.388547
1438 MASON *,1438 Mason,NA,No,7,37.7968,-122.41154
39 AUBURN ST,39 Auburn St,NA,No,7,37.795795,-122.412564
3560 21ST ST,3560 21St St,NA,No,7,37.756791,-122.42703
2439 PACIFIC AV,2439 Pacific Av,NA,No,7,37.792997,-122.435356
1815 BROADWAY *,1815 Broadway,NA,No,7,37.79495,-122.427406
483 22ND AV,483 22Nd Av,NA,No,7,37.778549,-122.48162
1234 23rd AV,1234 23rd Av,NA,No,7,37.764563,-122.481163
608 26th AV,608 26th Av,NA,No,7,37.777914,-122.485402
3158 MISSION ST,3158 Mission St,NA,No,7,37.746817,-122.419467
1401 OCEAN AV,1401 Ocean Av,NA,No,7,37.723917,-122.457375
1220 PACIFIC AV,1220 Pacific Av,NA,No,7,37.795982,-122.415418
2623 MISSION ST,2623 Mission St,NA,No,7,37.75502,-122.418351
171 LANGTON ST,171 Langton St,NA,No,7,37.775606,-122.407207
1653 GRANT AV,1653 Grant Av,NA,No,7,37.802301,-122.408096
861 BRUSSELS ST,861 Brussels St,NA,No,7,37.721631,-122.402982
500 33rd AV,500 33rd Av,NA,No,7,37.779399,-122.493116
2635 23rd ST,2635 23rd St,NA,No,7,37.754176,-122.406188
1272 GREEN ST,1272 Green St,NA,No,7,37.798301,-122.420092
347 GREEN ST,347 Green St,NA,No,7,37.799729,-122.404931
1595 CLAY ST,1595 Clay St,NA,No,7,37.792431,-122.419052
752 SHOTWELL ST,752 Shotwell St,NA,No,7,37.756372,-122.415711
2201 POWELL ST,2201 Powell St,NA,No,7,37.805049,-122.411965
420 CHESTNUT ST,420 Chestnut St,NA,No,7,37.804389,-122.410477
2300 DIVISADERO ST,2300 Divisadero St,NA,No,7,37.790972,-122.440684
758 JACKSON ST,758 Jackson St,NA,No,7,37.796158,-122.407659
25 MASON ST,25 Mason St,NA,No,7,37.78375,-122.409494
1701 MASON ST,1701 Mason St,NA,No,7,37.799216,-122.412518
861 VALENCIA ST,861 Valencia St,NA,No,7,37.759147,-122.421052
5820 MISSION ST,5820 Mission St,NA,No,7,37.709339,-122.451893
849 LOMBArd ST,849 Lombard St,NA,No,7,37.802239,-122.415428
1101 PINE ST,1101 Pine St,NA,No,7,37.790279,-122.414132
830 POST ST,830 Post St,NA,No,7,37.787666,-122.415595
1000 CHESTNUT ST,1000 Chestnut St,NA,No,7,37.803133,-122.420121
1080 POST ST,1080 Post St,NA,No,7,37.787147,-122.419428
3100 TARAVAL ST,3100 Taraval St,NA,No,7,37.742181,-122.499495
1843 FILLMORE ST,1843 Fillmore St,NA,No,7,37.786591,-122.433669
114 KISKA rd,114 Kiska rd,NA,No,7,37.730629,-122.377093
660 JACKSON ST,660 Jackson St,NA,No,7,37.796225,-122.406224
795 20th AV,795 20th Av,NA,No,7,37.773058,-122.479025
2402 HARRISON ST,2402 Harrison St,NA,No,7,37.758831,-122.41274
830 ARGUELLO BL,830 Arguello Bl,NA,No,7,37.774809,-122.45807
105 JULIAN AV,105 Julian Av,NA,No,7,37.766412,-122.420876
146 ROSE ST,146 Rose St,NA,No,7,37.773623,-122.423261
2635 FILLMORE ST,2635 Fillmore St,NA,No,7,37.793856,-122.435077
1124 LEAVENWORth ST,1124 Leavenworth St,NA,No,7,37.791629,-122.415522
1601 SUNNYDALE AV,1601 Sunnydale Av,NA,No,7,37.71206,-122.417092
590 7th AV,590 7th Av,NA,No,7,37.777406,-122.46492
409 GREENWICH ST,409 Greenwich St,NA,No,7,37.802467,-122.4066
1270 FITZGERALD AV,1270 Fitzgerald Av,NA,No,7,37.721979,-122.392538
36 BRODERICK ST,36 Broderick St,NA,No,7,37.770669,-122.438313
348 2ND AV,348 2Nd Av,NA,No,7,37.782256,-122.459744
3280 MISSION ST,3280 Mission St,NA,No,7,37.744581,-122.421083
701 MINNA ST,701 Minna St,NA,No,7,37.776714,-122.412739
995 PINE ST,995 Pine St,NA,No,7,37.790483,-122.412018
1240 FILLMORE ST,1240 Fillmore St,NA,No,7,37.780922,-122.431808
1140 CLAY ST,1140 Clay St,NA,No,7,37.793802,-122.411986
3942 MISSION ST,3942 Mission St,NA,No,7,37.73478,-122.42585
44 MCALLISTER ST,44 Mcallister St,Civic Center Residence,Yes,7,37.781329,-122.412787
57 NORTON ST,57 Norton St,NA,No,7,37.724877,-122.435978
153 PROSPECT AV,153 Prospect Av,NA,No,7,37.742705,-122.418939
1023 WISCONSIN ST,1023 Wisconsin St,NA,No,7,37.753665,-122.396631
1100 CLAY ST,1100 Clay St,NA,No,7,37.793709,-122.411428
1053 FILBERT ST,1053 Filbert St,NA,No,7,37.80016,-122.416758
808 GRANT AV,808 Grant Av,NA,No,7,37.794509,-122.406039
651 4th AV,651 4th Av,NA,No,7,37.776349,-122.462126
1073 SOUth VAN NESS AV,1073 South Van Ness Av,NA,No,7,37.756061,-122.416257
1047 STOCKTON ST,1047 Stockton St,NA,No,7,37.795533,-122.408481
1109 SHRADER ST,1109 Shrader St,NA,No,7,37.764441,-122.451313
1850 GOUGH ST,1850 Gough St,NA,No,7,37.790677,-122.425502
2246 MISSION ST,2246 Mission St,NA,No,7,37.76106,-122.419482
902 DIVISADERO ST,902 Divisadero St,NA,No,7,37.77796,-122.438081
344 JONES ST,344 Jones St,NA,No,7,37.784505,-122.412444
1409 SOUth VAN NESS AV,1409 South Van Ness Av,NA,No,7,37.750567,-122.415802
1224 HYDE ST,1224 Hyde St,NA,No,7,37.792338,-122.417425
791 7th AV,791 7th Av,NA,No,7,37.773795,-122.465129
845 HYDE ST,845 Hyde St,NA,No,7,37.788759,-122.417233
2295 BROADWAY *,2295 Broadway,NA,No,7,37.794047,-122.434693
1406 VALENCIA ST,1406 Valencia St,NA,No,7,37.750312,-122.420787
434 CASTRO ST,434 Castro St,NA,No,7,37.761893,-122.435415
1600 FILBERT ST,1600 Filbert St,NA,No,7,37.7994,-122.426134
2634 JUDAH ST,2634 Judah St,NA,No,7,37.761352,-122.490491
937 HAIGHT ST,937 Haight St,NA,No,7,37.770903,-122.437681
1027 STOCKTON ST,1027 Stockton St,NA,No,7,37.795262,-122.408496
690 6th AV,690 6th Av,NA,No,7,37.775594,-122.463606
761 PINE ST,761 Pine St,NA,No,7,37.790981,-122.408395
420 BERRY ST,420 Berry St,NA,No,7,37.772009,-122.399084
367 4th AV,367 4th Av,NA,No,7,37.781787,-122.462519
661 ALVARADO ST,661 Alvarado St,NA,No,7,37.753368,-122.435616
864 ELLIS ST,864 Ellis St,NA,No,7,37.784164,-122.420426
689 26th AV,689 26th Av,NA,No,7,37.776524,-122.485806
589 POST ST,589 Post St,NA,No,7,37.787712,-122.411394
1049 PACIFIC AV,1049 Pacific Av,NA,No,7,37.796012,-122.412548
252 CAPP ST,252 Capp St,NA,No,7,37.762642,-122.418659
1338 STOCKTON ST,1338 Stockton St,NA,No,7,37.798246,-122.408384
322 5th AV,322 5th Av,NA,No,7,37.782525,-122.462989
900 TAYLOR ST,900 Taylor St,NA,No,7,37.7909,-122.412146
466 22ND AV,466 22Nd Av,NA,No,7,37.778938,-122.481097
1990 CALIFORNIA ST,1990 California St,NA,No,7,37.790074,-122.427087
14 BUCARELI DR,14 Bucareli Dr,NA,No,7,37.718266,-122.480908
1007 VALENCIA ST,1007 Valencia St,NA,No,7,37.756676,-122.420798
543 BUENA VISTA WEST AV,543 Buena Vista West Av,NA,No,7,37.766155,-122.443432
433 14th ST,433 14th St,NA,No,7,37.767826,-122.422976
2920 BUCHANAN ST,2920 Buchanan St,NA,No,7,37.797112,-122.431787
1125 MASON ST,1125 Mason St,NA,No,7,37.793963,-122.411514
123 NOE ST,123 Noe St,NA,No,7,37.767079,-122.433047
582 GROVE ST,582 Grove St,NA,No,7,37.777692,-122.426193
3921 MISSION ST,3921 Mission St,NA,No,7,37.734822,-122.424851
124 DOLPHIN CT,124 Dolphin Ct,NA,No,7,37.728152,-122.371067
900 CHESTNUT ST,900 Chestnut St,NA,No,7,37.803378,-122.418497
183 EUREKA ST,183 Eureka St,NA,No,7,37.759481,-122.437812
671 24th AV,671 24th Av,NA,No,7,37.776861,-122.483756
1545 SACRAMENTO ST,1545 Sacramento St,NA,No,7,37.79157,-122.418257
949 ASHBURY ST,949 Ashbury St,NA,No,7,37.764863,-122.446199
549 CHESTNUT ST,549 Chestnut St,NA,No,7,37.803582,-122.412354
54 SALMON ST,54 Salmon St,NA,No,7,37.796804,-122.412528
2301 BROADWAY *,2301 Broadway,NA,No,7,37.794044,-122.435115
20 VINTON CT,20 Vinton Ct,NA,No,7,37.791836,-122.406196
80 7th AV,80 7th Av,NA,No,7,37.787075,-122.465462
1867 8th AV,1867 8th Av,NA,No,7,37.753508,-122.464834
1851 SUNNYDALE AV,1851 Sunnydale Av,NA,No,7,37.712968,-122.420285
47 SEWArd ST,47 Seward St,NA,No,7,37.758043,-122.4403
1040 CHESTNUT ST,1040 Chestnut St,NA,No,6,37.803108,-122.420609
53 NIAGARA AV,53 Niagara Av,NA,No,6,37.716196,-122.442809
205 COLLINS ST,205 Collins St,NA,No,6,37.781747,-122.450257
1308 POWELL ST,1308 Powell St,NA,No,6,37.796648,-122.409865
1826 MASON ST,1826 Mason St,NA,No,6,37.800496,-122.412275
37 NORTON ST,37 Norton St,NA,No,6,37.724735,-122.435682
649 7th AV,649 7th Av,NA,No,6,37.776261,-122.465346
318 2ND AV,318 2Nd Av,NA,No,6,37.782739,-122.459778
1050 GRANT AV,1050 Grant Av,NA,No,6,37.796672,-122.406608
551 MONTEREY BL,551 Monterey Bl,NA,No,6,37.731257,-122.447681
526 6th AV,526 6th Av,NA,No,6,37.778593,-122.463779
1114 CLAY ST,1114 Clay St,NA,No,6,37.793747,-122.411577
4078 24th ST,4078 24th St,NA,No,6,37.751565,-122.433648
1080 EDDY ST,1080 Eddy St,NA,No,6,37.782607,-122.425332
500 JOOST AV,500 Joost Av,NA,No,6,37.73257,-122.446651
801 CHESTNUT ST,801 Chestnut St,NA,No,6,37.803161,-122.416835
1724 MASON ST,1724 Mason St,NA,No,6,37.799554,-122.412017
2174 BUSH ST,2174 Bush St,NA,No,6,37.787343,-122.433076
2523 LAKE ST,2523 Lake St,NA,No,6,37.78543,-122.486647
2810 FRANKLIN ST,2810 Franklin St,NA,No,6,37.800477,-122.425743
514 3rd AV,514 3rd Av,NA,No,6,37.778908,-122.460621
2468 POST ST,2468 Post St,NA,No,6,37.784109,-122.442272
21 AUBURN ST,21 Auburn St,NA,No,6,37.795608,-122.412529
735 TAYLOR ST,735 Taylor St,NA,No,6,37.78928,-122.412349
2466 CHESTNUT ST,2466 Chestnut St,NA,No,6,37.800117,-122.444007
1255 JACKSON ST,1255 Jackson St,NA,No,6,37.794594,-122.415835
4262 24th ST,4262 24th St,NA,No,6,37.75132,-122.437716
235 GRANADA AV,235 Granada Av,NA,No,6,37.722646,-122.45748
42 SHOTWELL ST,42 Shotwell St,NA,No,6,37.767714,-122.416947
2280 PACIFIC AV,2280 Pacific Av,NA,No,6,37.793878,-122.432771
281 TURK ST,281 Turk St,NA,No,6,37.782656,-122.413763
1184 JACKSON ST,1184 Jackson St,NA,No,6,37.795143,-122.414603
1530 LEAVENWORth ST,1530 Leavenworth St,NA,No,6,37.795234,-122.416202
17 NIAGARA AV,17 Niagara Av,NA,No,6,37.715757,-122.442262
2201 CALIFORNIA ST,2201 California St,NA,No,6,37.789101,-122.430768
760 NORth POINT ST,760 North Point St,NA,No,6,37.8061,-122.419643
1771 10th AV,1771 10th Av,NA,No,6,37.755215,-122.467098
133 LAKE ST,133 Lake St,NA,No,6,37.786593,-122.461004
945 LARKIN ST,945 Larkin St,NA,No,6,37.786768,-122.418506
1052 CHESTNUT ST,1052 Chestnut St,NA,No,6,37.803084,-122.420797
3201 23rd ST,3201 23rd St,NA,No,6,37.753748,-122.416671
4719 GEARY BL,4719 Geary Bl,NA,No,6,37.780453,-122.469971
1327 47th AV,1327 47th Av,NA,No,6,37.76167,-122.507418
1930 FRANKLIN ST,1930 Franklin St,NA,No,6,37.792459,-122.424079
1083 HOLLISTER AV,1083 Hollister Av,NA,No,6,37.719334,-122.392284
2624 BUSH ST,2624 Bush St,NA,No,6,37.78639,-122.440661
276 CARL ST,276 Carl St,NA,No,6,37.765517,-122.454015
675 25th AV,675 25th Av,NA,No,6,37.776784,-122.484825
1424 SOUth VAN NESS AV,1424 South Van Ness Av,NA,No,6,37.750272,-122.416402
660 BUSH ST,660 Bush St,NA,No,6,37.790494,-122.408378
5656 MISSION ST,5656 Mission St,NA,No,6,37.71074,-122.448232
401 CRESCENT AV,401 Crescent Av,NA,No,6,37.734998,-122.416591
4505 CALIFORNIA ST,4505 California St,NA,No,6,37.78457,-122.465833
1049 CAPP ST,1049 Capp St,NA,No,6,37.749869,-122.416813
44 WHITNEY ST,44 Whitney St,NA,No,6,37.740913,-122.428076
2180 GREEN ST,2180 Green St,NA,No,6,37.796427,-122.434977
1459 SHAFTER AV,1459 Shafter Av,NA,No,6,37.729348,-122.388275
858 BROADWAY *,858 Broadway,NA,No,6,37.797579,-122.41144
343 5th AV,343 5th Av,NA,No,6,37.78215,-122.46362
826 JACKSON ST,826 Jackson St,NA,No,6,37.795959,-122.408853
549 5th AV,549 5th Av,NA,No,6,37.778235,-122.463338
1610 LEAVENWORth ST,1610 Leavenworth St,NA,No,6,37.795852,-122.416482
308 TURK ST,308 Turk St,NA,No,6,37.783036,-122.414437
1222 44th AV,1222 44th Av,NA,No,6,37.763772,-122.503685
479 7th AV,479 7th Av,NA,No,6,37.779448,-122.465575
835 BROADWAY *,835 Broadway,NA,No,6,37.797059,-122.410853
1407 39th AV,1407 39th Av,NA,No,6,37.760531,-122.498687
300 IRVING ST,300 Irving St,NA,No,6,37.764421,-122.461255
1481 WASHINGTON ST,1481 Washington St,NA,No,6,37.793565,-122.417575
1801 DIVISADERO ST,1801 Divisadero St,NA,No,6,37.786267,-122.440396
950 FRANKLIN ST,950 Franklin St,NA,No,6,37.783391,-122.422366
65 OSCEOLA LN,65 Osceola Ln,NA,No,6,37.731301,-122.382743
3002 BRODERICK ST,3002 Broderick St,NA,No,6,37.798132,-122.444021
700 TAYLOR ST,700 Taylor St,NA,No,6,37.789044,-122.411781
1326 SAN BRUNO AV,1326 San Bruno Av,NA,No,6,37.752704,-122.404636
2819 25th ST,2819 25th St,NA,No,6,37.751115,-122.406621
1499 SUTTER ST,1499 Sutter St,NA,No,6,37.786894,-122.424638
3675 24th ST,3675 24th St,NA,No,6,37.751642,-122.424507
626 PINE ST,626 Pine St,NA,No,6,37.791614,-122.40622
2415 OCTAVIA ST,2415 Octavia St,NA,No,6,37.794925,-122.42861
1166 HAIGHT ST,1166 Haight St,NA,No,6,37.770925,-122.441589
236 4th AV,236 4th Av,NA,No,6,37.784231,-122.462036
121 RETIRO WY,121 Retiro Wy,NA,No,6,37.805701,-122.438279
2110 BAKER ST,2110 Baker St,NA,No,6,37.790837,-122.444108
516 ELLIS ST,516 Ellis St,NA,No,6,37.784805,-122.414716
1362 SACRAMENTO ST,1362 Sacramento St,NA,No,6,37.792374,-122.415342
319 CAPP ST,319 Capp St,NA,No,6,37.76153,-122.417919
2300 BUCHANAN ST,2300 Buchanan St,NA,No,6,37.791384,-122.430792
2440 VAN NESS AV,2440 Van Ness Av,NA,No,6,37.798184,-122.423365
1929 STOCKTON ST,1929 Stockton St,NA,No,6,37.803631,-122.410094
2609 JUDAH ST,2609 Judah St,NA,No,6,37.760873,-122.490154
1446 LEAVENWORth ST,1446 Leavenworth St,NA,No,6,37.794468,-122.416133
331 OCTAVIA ST,331 Octavia St,NA,No,6,37.775373,-122.424625
1229 CHESTNUT ST,1229 Chestnut St,NA,No,6,37.802138,-122.423584
208 ELLSWORth ST,208 Ellsworth St,NA,No,6,37.74013,-122.414754
1127 KEARNY ST,1127 Kearny St,NA,No,6,37.798387,-122.405988
950 GRANT AV,950 Grant Av,NA,No,6,37.795726,-122.406368
519 LAGUNA ST,519 Laguna St,NA,No,6,37.776096,-122.426361
2363 25th AV,2363 25th Av,NA,No,6,37.743446,-122.482498
45 WHITNEY ST,45 Whitney St,NA,No,6,37.740953,-122.427474
2061 BUSH ST,2061 Bush St,NA,No,6,37.787032,-122.431108
2250 BAY ST,2250 Bay St,NA,No,6,37.802006,-122.444173
401 CHESTNUT ST,401 Chestnut St,NA,No,6,37.804008,-122.41015
2503 15th ST,2503 15th St,NA,No,6,37.766104,-122.438606
1070 CAPP ST,1070 Capp St,NA,No,6,37.749659,-122.4174
1759 BROADWAY *,1759 Broadway,NA,No,6,37.795105,-122.426
27 AUBURN ST,27 Auburn St,NA,No,6,37.79567,-122.412541
845 PINE ST,845 Pine St,NA,No,6,37.790706,-122.409719
911 VALENCIA ST,911 Valencia St,NA,No,6,37.758241,-122.420948
680 4th AV,680 4th Av,NA,No,6,37.775856,-122.461476
1343 SACRAMENTO ST,1343 Sacramento St,NA,No,6,37.792101,-122.414882
148 FELTON ST,148 Felton St,NA,No,6,37.729815,-122.406328
2422 MISSION ST,2422 Mission St,NA,No,6,37.75818,-122.419199
594 CHESTNUT ST,594 Chestnut St,NA,No,6,37.803964,-122.4131
120 ELLIS ST,120 Ellis St,NA,No,6,37.78561,-122.408155
815 GRANT AV,815 Grant Av,NA,No,6,37.794548,-122.406543
1715 BROADWAY *,1715 Broadway,NA,No,6,37.79516,-122.425577
1175 VALENCIA ST,1175 Valencia St,NA,No,6,37.754141,-122.420495
856 FELL ST,856 Fell St,NA,No,6,37.775071,-122.431933
479 POTRERO AV,479 Potrero Av,NA,No,6,37.763567,-122.406988
168 LEXINGTON ST,168 Lexington St,NA,No,6,37.760627,-122.420915
3864 18th ST,3864 18th St,NA,No,6,37.761473,-122.429834
524 BAKER ST,524 Baker St,NA,No,6,37.77595,-122.441
1340 LOMBArd ST,1340 Lombard St,NA,No,6,37.801763,-122.42373
550 UNION ST,550 Union St,NA,No,6,37.800729,-122.408485
1070 PACIFIC AV,1070 Pacific Av,NA,No,6,37.796298,-122.412882
4343 3rd ST,4343 3rd St,NA,No,6,37.738093,-122.389208
39 RAYMOND AV,39 Raymond Av,NA,No,6,37.711943,-122.404231
572 FUNSTON AV,572 Funston Av,NA,No,6,37.777499,-122.471217
1273 RHODE ISLAND ST,1273 Rhode Island St,NA,No,6,37.753642,-122.401189
748 JACKSON ST,748 Jackson St,NA,No,6,37.796173,-122.407541
1485 PINE ST,1485 Pine St,NA,No,6,37.789417,-122.420069
1807 MASON ST,1807 Mason St,NA,No,6,37.80018,-122.41273
3428 SAN BRUNO AV,3428 San Bruno Av,NA,No,6,37.718677,-122.400654
677 VALENCIA ST,677 Valencia St,NA,No,6,37.762037,-122.421335
2700 MISSION ST,2700 Mission St,NA,No,6,37.753609,-122.418882
419 AthENS ST,419 Athens St,NA,No,6,37.721189,-122.428427
2264 BUSH ST,2264 Bush St,NA,No,6,37.787154,-122.434549
1076 CAPP ST,1076 Capp St,NA,No,6,37.74957,-122.417392
1454 36th AV,1454 36th Av,NA,No,6,37.759877,-122.494829
1029 GEARY ST,1029 Geary St,NA,No,6,37.785563,-122.420304
3714 23rd ST,3714 23rd St,NA,No,6,37.753561,-122.425778
3975 MISSION ST,3975 Mission St,NA,No,6,37.734068,-122.4256
1036 POLK ST,1036 Polk St,NA,No,6,37.786602,-122.41964
221 SAN JOSE AV,221 San Jose Av,NA,No,6,37.751648,-122.42128
1413 BRODERICK ST,1413 Broderick St,NA,No,6,37.783367,-122.441494
870 BROADWAY *,870 Broadway,NA,No,6,37.797564,-122.411558
427 ARGUELLO BL,427 Arguello Bl,NA,No,6,37.782618,-122.459352
2027 FILLMORE ST,2027 Fillmore St,NA,No,6,37.788311,-122.434066
3414 25th ST,3414 25th St,NA,No,6,37.750796,-122.418649
90 NIDO AV,90 Nido Av,NA,No,6,37.7799,-122.446046
1360 LOMBArd ST,1360 Lombard St,NA,No,6,37.801763,-122.42373
2246 FRANCISCO ST,2246 Francisco St,NA,No,6,37.801298,-122.442224
745 NEWHALL ST,745 Newhall St,NA,No,6,37.739423,-122.388534
2340 FRANKLIN ST,2340 Franklin St,NA,No,6,37.796163,-122.424903
1018 HOLLISTER AV,1018 Hollister Av,NA,No,6,37.7191,-122.390799
129 4th AV,129 4th Av,NA,No,6,37.786132,-122.462832
742 COMMERCIAL ST,742 Commercial St,NA,No,6,37.794052,-122.405442
320 CHURCH ST,320 Church St,NA,No,6,37.765713,-122.429139
1329 CLAY ST,1329 Clay St,NA,No,6,37.792932,-122.414996
717 6th AV,717 6th Av,NA,No,6,37.774936,-122.464173
1501 PACHECO ST,1501 Pacheco St,NA,No,6,37.750324,-122.47637
39 BERNArd ST,39 Bernard St,NA,No,6,37.796306,-122.414121
1067 PACIFIC AV,1067 Pacific Av,NA,No,6,37.795976,-122.41278
1001 JAMESTOWN AV,1001 Jamestown Av,NA,No,6,37.71836,-122.3939
201 TURK ST,201 Turk St,NA,No,6,37.782651,-122.41294
439 JONES ST,439 Jones St,NA,No,6,37.785365,-122.413129
1888 GREEN ST,1888 Green St,NA,No,6,37.797043,-122.430171
106 BENNINGTON ST,106 Bennington St,NA,No,6,37.738889,-122.418009
156 LINDA ST,156 Linda St,NA,No,6,37.759209,-122.422992
583 CHESTNUT ST,583 Chestnut St,NA,No,6,37.803664,-122.412967
61 HENRY ST,61 Henry St,NA,No,6,37.766481,-122.43233
450 PALMETTO AV,450 Palmetto Av,NA,No,6,37.710796,-122.465926
324 BALBOA ST,324 Balboa St,NA,No,6,37.777556,-122.462378
935 MENDELL ST,935 Mendell St,NA,No,6,37.737327,-122.387586
3019 23rd ST,3019 23rd St,NA,No,6,37.753983,-122.412517
2050 LYON ST,2050 Lyon St,NA,No,6,37.789915,-122.445723
540 STOCKTON ST,540 Stockton St,NA,No,6,37.791025,-122.406979
374 FUNSTON AV,374 Funston Av,NA,No,6,37.781241,-122.471488
1246 SACRAMENTO ST,1246 Sacramento St,NA,No,6,37.792686,-122.413454
126 JULIAN AV,126 Julian Av,NA,No,6,37.766056,-122.421282
